epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1285.82,1.94892,1.25236,1.07615,0.59003,0.30843,0.32549,0.14647,1.96901,1.34027,1.01049,0.0082279,0.0082279,0.0082279
181,1293.07,1.92832,1.20613,1.03034,0.5176,0.32148,0.33097,0.15199,1.82372,1.36197,1.00598,0.008218,0.008218,0.008218
182,1300.35,1.91598,1.19792,1.06039,0.6273,0.29112,0.31794,0.14403,1.95119,1.4439,1.04713,0.0082081,0.0082081,0.0082081
183,1307.71,1.89784,1.19297,1.03718,0.5861,0.31686,0.34011,0.14959,1.97508,1.53147,1.06417,0.0081982,0.0081982,0.0081982
184,1314.91,1.96136,1.28478,1.05301,0.64493,0.31278,0.34466,0.16367,2.08837,1.31563,1.15062,0.0081883,0.0081883,0.0081883
185,1321.87,1.93742,1.2164,1.03002,0.58589,0.34318,0.34079,0.14931,2.18057,1.37635,1.17292,0.0081784,0.0081784,0.0081784
186,1328.75,1.99446,1.2948,1.08426,0.5416,0.29115,0.35121,0.16366,1.93824,1.31859,1.02845,0.0081685,0.0081685,0.0081685
187,1336.04,1.97553,1.26878,1.07086,0.53751,0.29539,0.32714,0.14115,2.0513,1.43924,1.06044,0.0081586,0.0081586,0.0081586
188,1343.3,1.98445,1.25169,1.0483,0.48014,0.31713,0.32648,0.14753,1.98019,1.37414,1.04744,0.0081487,0.0081487,0.0081487
189,1350.57,1.87991,1.1894,1.03949,0.62902,0.33867,0.34322,0.15905,1.91127,1.39646,1.02528,0.0081388,0.0081388,0.0081388
190,1357.82,1.92324,1.25463,1.04876,0.62361,0.31282,0.34736,0.16242,1.96034,1.30706,1.01791,0.0081289,0.0081289,0.0081289
191,1365.16,1.90484,1.18034,1.07054,0.62781,0.3064,0.33731,0.15162,1.94134,1.37551,1.0353,0.008119,0.008119,0.008119
192,1372.47,1.85436,1.17919,1.05892,0.47394,0.32058,0.31928,0.14297,1.98564,1.38654,1.0492,0.0081091,0.0081091,0.0081091
193,1379.78,1.92683,1.21608,1.0425,0.58516,0.33814,0.3542,0.15083,1.9902,1.46356,1.08634,0.0080992,0.0080992,0.0080992
194,1387.1,1.96835,1.26787,1.07004,0.52438,0.31863,0.32117,0.14335,1.99134,1.37632,1.0621,0.0080893,0.0080893,0.0080893
195,1394.42,1.91261,1.22637,1.04065,0.60056,0.32455,0.347,0.15221,2.02253,1.41997,1.06912,0.0080794,0.0080794,0.0080794
196,1401.76,1.88657,1.18956,1.0366,0.68035,0.31436,0.35366,0.15304,2.05906,1.3037,1.05796,0.0080695,0.0080695,0.0080695
197,1409.05,1.88439,1.15484,1.02421,0.65837,0.31522,0.36092,0.16359,1.90335,1.28774,1.03385,0.0080596,0.0080596,0.0080596
198,1416.4,1.86089,1.18485,1.01918,0.65939,0.33013,0.37712,0.16413,2.08078,1.33921,1.08327,0.0080497,0.0080497,0.0080497
199,1423.75,1.90028,1.24243,1.01545,0.73435,0.29978,0.35377,0.15607,1.96209,1.32506,1.07666,0.0080398,0.0080398,0.0080398
200,1431.04,1.88483,1.17921,1.04638,0.53827,0.32677,0.33225,0.1577,1.87828,1.34689,1.0423,0.0080299,0.0080299,0.0080299
201,1438.35,1.91818,1.2117,1.03536,0.6302,0.34745,0.37475,0.16526,1.97921,1.30123,1.03242,0.00802,0.00802,0.00802
202,1445.65,1.84619,1.16753,1.03714,0.64592,0.31557,0.3516,0.15973,1.89464,1.38181,1.0378,0.0080101,0.0080101,0.0080101
203,1452.95,1.82076,1.1632,1.02353,0.60035,0.32582,0.36218,0.16621,1.85216,1.33431,1.04237,0.0080002,0.0080002,0.0080002
204,1460.23,1.93822,1.27162,1.02149,0.77925,0.29966,0.36856,0.16408,1.88588,1.34089,1.03798,0.0079903,0.0079903,0.0079903
205,1467.5,1.90528,1.20217,1.02563,0.68876,0.29108,0.33383,0.16262,1.89539,1.37116,1.03914,0.0079804,0.0079804,0.0079804
206,1474.76,1.81602,1.15743,1.01007,0.67934,0.30409,0.3481,0.1578,1.85902,1.32588,1.05128,0.0079705,0.0079705,0.0079705
207,1482.07,1.91995,1.20238,1.03244,0.74181,0.32136,0.3686,0.16745,1.88239,1.25887,1.00677,0.0079606,0.0079606,0.0079606
208,1489.31,1.88063,1.16011,1.04914,0.58764,0.31604,0.3322,0.15707,1.93673,1.25655,1.03484,0.0079507,0.0079507,0.0079507
209,1496.64,1.89327,1.19385,1.04354,0.72499,0.31271,0.35513,0.16194,1.88863,1.40263,1.03737,0.0079408,0.0079408,0.0079408
210,1503.96,1.93817,1.19286,1.0446,0.56603,0.33883,0.34579,0.16808,1.76211,1.2854,1.01894,0.0079309,0.0079309,0.0079309
211,1511.36,1.90639,1.21865,1.03841,0.67567,0.29647,0.32963,0.15427,1.80842,1.27945,1.01151,0.007921,0.007921,0.007921
212,1518.62,1.8558,1.15215,1.018,0.65952,0.32375,0.35024,0.15858,1.77399,1.2026,0.98838,0.0079111,0.0079111,0.0079111
213,1525.91,1.86526,1.17217,1.02515,0.62679,0.34749,0.34949,0.16197,1.72658,1.28275,1.01161,0.0079012,0.0079012,0.0079012
214,1533.22,1.85719,1.16489,1.02964,0.6281,0.32148,0.37692,0.15694,1.85709,1.27828,1.01609,0.0078913,0.0078913,0.0078913
215,1540.54,1.88219,1.19301,1.02815,0.583,0.32579,0.3452,0.16343,1.70105,1.32203,1.00372,0.0078814,0.0078814,0.0078814
216,1547.81,1.90972,1.16988,1.04322,0.54685,0.29981,0.34265,0.15922,1.91367,1.22417,1.02595,0.0078715,0.0078715,0.0078715
217,1555.12,1.88978,1.16195,1.04108,0.56238,0.32314,0.34652,0.15241,2.00872,1.33508,1.07073,0.0078616,0.0078616,0.0078616
218,1562.31,1.81806,1.14384,1.03799,0.66899,0.32148,0.34843,0.15476,1.91665,1.26907,1.06475,0.0078517,0.0078517,0.0078517
219,1569.63,1.8612,1.15234,1.0074,0.63617,0.33328,0.35479,0.16177,1.8849,1.27312,1.05059,0.0078418,0.0078418,0.0078418
220,1576.85,1.89126,1.21032,1.02327,0.60133,0.32882,0.3564,0.15773,1.82333,1.28142,1.00808,0.0078319,0.0078319,0.0078319
221,1584.23,1.911,1.19574,1.02742,0.58469,0.29981,0.34505,0.15718,1.82782,1.36248,1.0332,0.007822,0.007822,0.007822
222,1591.52,1.80535,1.12045,1.03714,0.54224,0.31282,0.33211,0.15042,1.89747,1.40982,1.0273,0.0078121,0.0078121,0.0078121
223,1598.85,1.83527,1.15706,1.01341,0.66469,0.31669,0.34435,0.15925,1.74136,1.32226,1.01873,0.0078022,0.0078022,0.0078022
224,1606.14,1.83284,1.19195,1.02811,0.79459,0.2997,0.3564,0.15499,1.84748,1.23283,1.00701,0.0077923,0.0077923,0.0077923
225,1613.4,1.88103,1.17714,1.01834,0.53689,0.34053,0.35425,0.1624,1.84047,1.28018,1.02263,0.0077824,0.0077824,0.0077824
226,1620.74,1.88266,1.1539,1.03289,0.60609,0.33013,0.35538,0.1714,1.73066,1.2274,1.00182,0.0077725,0.0077725,0.0077725
227,1628.08,1.81295,1.13205,1.0168,0.52957,0.33202,0.34637,0.17498,1.75636,1.21751,1.01743,0.0077626,0.0077626,0.0077626
228,1635.45,1.85657,1.17014,1.01906,0.5794,0.33445,0.3722,0.17487,1.73875,1.12392,0.99792,0.0077527,0.0077527,0.0077527
229,1642.8,1.84395,1.17795,1.03315,0.63086,0.34444,0.36625,0.17218,1.75289,1.1578,1.00731,0.0077428,0.0077428,0.0077428
230,1650.09,1.85356,1.204,1.02749,0.65004,0.33101,0.36463,0.16877,1.79178,1.27455,1.00184,0.0077329,0.0077329,0.0077329
231,1657.41,1.77367,1.10874,1.0252,0.7813,0.33411,0.38568,0.16618,1.78957,1.27907,1.02184,0.007723,0.007723,0.007723
232,1664.71,1.86718,1.18324,1.03229,0.7204,0.32571,0.37048,0.15915,1.94327,1.26304,1.05596,0.0077131,0.0077131,0.0077131
233,1672.05,1.88644,1.16483,1.04489,0.62181,0.3214,0.34179,0.16336,1.86966,1.22721,1.06031,0.0077032,0.0077032,0.0077032
234,1679.33,1.78891,1.13667,1.01317,0.60147,0.33006,0.35395,0.15863,1.94487,1.20198,1.04406,0.0076933,0.0076933,0.0076933
235,1686.67,1.84018,1.15537,1.04195,0.62781,0.31705,0.35512,0.15659,1.9475,1.21822,1.05749,0.0076834,0.0076834,0.0076834
236,1693.95,1.85053,1.18996,1.03553,0.66598,0.31705,0.37218,0.16258,1.85792,1.22582,1.02954,0.0076735,0.0076735,0.0076735
237,1701.19,1.81575,1.11794,1.01082,0.61464,0.3301,0.37835,0.16531,1.87125,1.17915,1.01776,0.0076636,0.0076636,0.0076636
238,1708.46,1.79181,1.10005,1.01941,0.64568,0.33766,0.36281,0.16224,1.85573,1.19534,1.02761,0.0076537,0.0076537,0.0076537
239,1715.73,1.87002,1.16251,1.02586,0.59782,0.3301,0.34418,0.15868,1.77508,1.18783,1.00168,0.0076438,0.0076438,0.0076438
240,1723.04,1.81532,1.14034,1.0157,0.58289,0.33445,0.34751,0.1581,1.79169,1.23531,1.0018,0.0076339,0.0076339,0.0076339
241,1730.33,1.84938,1.1546,1.02201,0.63904,0.31278,0.35829,0.15341,1.85107,1.27065,1.00075,0.007624,0.007624,0.007624
242,1737.61,1.80161,1.11155,1.01041,0.52357,0.31338,0.34392,0.15103,1.80437,1.35553,1.00445,0.0076141,0.0076141,0.0076141
243,1744.94,1.81223,1.10973,0.98884,0.6537,0.32858,0.36465,0.16415,1.91061,1.31245,1.01247,0.0076042,0.0076042,0.0076042
244,1752.26,1.77359,1.07453,1.01043,0.61204,0.30851,0.34859,0.15758,1.86339,1.1933,1.00774,0.0075943,0.0075943,0.0075943
245,1759.5,1.86111,1.14173,1.02964,0.6002,0.31542,0.34686,0.16153,1.86976,1.23765,1.0403,0.0075844,0.0075844,0.0075844
246,1766.82,1.7843,1.10484,1.00957,0.6388,0.30939,0.35321,0.16023,1.82754,1.22047,1.03952,0.0075745,0.0075745,0.0075745
247,1774.1,1.83814,1.15117,1.02205,0.54612,0.33883,0.35245,0.15275,1.87885,1.1852,1.04673,0.0075646,0.0075646,0.0075646
248,1781.35,1.8348,1.13858,1.00544,0.59966,0.34057,0.35223,0.1585,1.79912,1.27924,1.03408,0.0075547,0.0075547,0.0075547
249,1788.63,1.77676,1.11739,1.00064,0.57961,0.32137,0.35692,0.15797,1.83444,1.2606,1.0274,0.0075448,0.0075448,0.0075448
250,1796,1.7625,1.10774,1.01513,0.66197,0.31705,0.36157,0.16398,1.76307,1.13857,1.00327,0.0075349,0.0075349,0.0075349
251,1803.34,1.75118,1.0818,0.99951,0.63472,0.32097,0.34676,0.1616,1.86609,1.16739,1.00511,0.007525,0.007525,0.007525
252,1810.55,1.78005,1.14673,1.00465,0.59124,0.33479,0.36224,0.1662,1.98169,1.26546,1.05012,0.0075151,0.0075151,0.0075151
253,1817.83,1.79597,1.13921,1.01141,0.65129,0.35184,0.37208,0.1666,1.90541,1.2553,1.0567,0.0075052,0.0075052,0.0075052
254,1825.12,1.78404,1.08966,0.99652,0.54341,0.31282,0.34495,0.16069,1.8989,1.21384,1.04142,0.0074953,0.0074953,0.0074953
255,1832.38,1.82056,1.10696,1.00315,0.64167,0.32579,0.33907,0.16037,1.86976,1.26991,1.04323,0.0074854,0.0074854,0.0074854
256,1839.6,1.73758,1.07134,1.00108,0.62329,0.34857,0.36231,0.15877,1.76141,1.12949,1.02259,0.0074755,0.0074755,0.0074755
257,1846.81,1.80936,1.10541,1.02874,0.5716,0.34753,0.36954,0.16234,1.82577,1.20827,1.03312,0.0074656,0.0074656,0.0074656
258,1854.02,1.76545,1.08982,0.9983,0.63825,0.35486,0.37462,0.16111,1.8427,1.21783,1.02757,0.0074557,0.0074557,0.0074557
259,1861.28,1.80772,1.09081,1.01241,0.5853,0.36049,0.36212,0.15917,1.81648,1.26751,1.02834,0.0074458,0.0074458,0.0074458
260,1868.56,1.80303,1.09488,1.01083,0.61913,0.34745,0.35995,0.15998,1.691,1.18374,0.99954,0.0074359,0.0074359,0.0074359
261,1875.87,1.73914,1.08787,1.00348,0.72724,0.32401,0.36548,0.16801,1.70676,1.26515,1.00174,0.007426,0.007426,0.007426
262,1883.14,1.78521,1.08842,1.00983,0.62407,0.33876,0.37068,0.16308,1.82267,1.29008,1.02303,0.0074161,0.0074161,0.0074161
263,1890.43,1.8202,1.10197,1.027,0.63937,0.32571,0.35499,0.15644,1.85013,1.25097,1.02345,0.0074062,0.0074062,0.0074062
264,1897.68,1.81955,1.11347,0.99051,0.59112,0.33879,0.3671,0.16056,1.7914,1.19346,1.01866,0.0073963,0.0073963,0.0073963
265,1904.89,1.79106,1.14237,1.00664,0.6612,0.32979,0.37535,0.17451,1.72396,1.18664,1.01395,0.0073864,0.0073864,0.0073864
266,1912.15,1.7696,1.11667,0.9951,0.65427,0.32579,0.36848,0.1709,1.79017,1.22086,1.05933,0.0073765,0.0073765,0.0073765
267,1919.47,1.7178,1.01456,0.98911,0.64603,0.324,0.34871,0.16146,1.81736,1.21792,1.04283,0.0073666,0.0073666,0.0073666
268,1926.77,1.77824,1.08117,1.0064,0.61818,0.33879,0.35546,0.16736,1.77615,1.19903,1.03204,0.0073567,0.0073567,0.0073567
269,1934.1,1.70864,1.06824,0.98996,0.67404,0.33526,0.37273,0.17318,1.76344,1.19512,1.00695,0.0073468,0.0073468,0.0073468
270,1941.44,1.76761,1.10142,1.01268,0.63297,0.31709,0.35865,0.17121,1.79056,1.19192,1.00465,0.0073369,0.0073369,0.0073369
271,1948.81,1.80794,1.09215,1.00063,0.67594,0.32133,0.36127,0.16285,1.76522,1.18672,1.00736,0.007327,0.007327,0.007327
272,1956.09,1.74305,1.06949,1.00362,0.69106,0.34307,0.36926,0.16482,1.78386,1.19535,1.02594,0.0073171,0.0073171,0.0073171
273,1963.36,1.8463,1.12915,1.00375,0.72516,0.34042,0.36492,0.16468,1.81319,1.21586,1.01691,0.0073072,0.0073072,0.0073072
274,1970.64,1.79263,1.09148,1.00898,0.5828,0.33876,0.35434,0.16331,1.88904,1.33647,1.0429,0.0072973,0.0072973,0.0072973
275,1977.94,1.75846,1.07206,1.00634,0.54458,0.31709,0.33968,0.16205,1.8716,1.30192,1.02431,0.0072874,0.0072874,0.0072874
276,1985.28,1.79639,1.09805,1.00808,0.63529,0.3301,0.3646,0.16714,1.90659,1.34652,1.02427,0.0072775,0.0072775,0.0072775
277,1992.6,1.69573,1.06641,1.00209,0.57322,0.32575,0.35382,0.17303,1.89346,1.23825,1.01981,0.0072676,0.0072676,0.0072676
278,1999.85,1.73613,1.03048,1.00371,0.58255,0.31717,0.36164,0.17192,1.83911,1.16105,1.00769,0.0072577,0.0072577,0.0072577
279,2007.09,1.75005,1.07141,1.01057,0.72373,0.31274,0.35899,0.16659,1.82229,1.18206,0.99856,0.0072478,0.0072478,0.0072478
280,2014.36,1.66702,1.04099,0.98194,0.6624,0.31278,0.34289,0.16455,1.82646,1.18094,1.01614,0.0072379,0.0072379,0.0072379
281,2021.64,1.74848,1.05421,1.01309,0.62601,0.32002,0.35434,0.1621,1.87129,1.19874,1.02426,0.007228,0.007228,0.007228
282,2028.95,1.72172,1.05775,0.99433,0.63314,0.3537,0.36087,0.16529,1.82123,1.161,1.00317,0.0072181,0.0072181,0.0072181
283,2036.24,1.73236,1.06766,0.98677,0.66597,0.31278,0.35051,0.1683,1.80602,1.12129,1.01388,0.0072082,0.0072082,0.0072082
284,2043.53,1.67127,1.00069,0.98266,0.5826,0.33346,0.35744,0.16484,1.7862,1.12362,1.00851,0.0071983,0.0071983,0.0071983
285,2050.81,1.75066,1.07457,0.99253,0.59362,0.30845,0.3588,0.16697,1.84681,1.11231,1.00924,0.0071884,0.0071884,0.0071884
286,2058.17,1.70987,1.03271,0.98028,0.73489,0.291,0.35621,0.16383,1.82153,1.07542,1.01029,0.0071785,0.0071785,0.0071785
287,2065.47,1.75929,1.0748,1.01795,0.60628,0.31705,0.35487,0.16905,1.83059,1.17157,1.00262,0.0071686,0.0071686,0.0071686
288,2072.72,1.75021,1.05555,0.99615,0.60302,0.32051,0.35314,0.16546,1.80953,1.17687,1.01156,0.0071587,0.0071587,0.0071587
289,2079.99,1.75718,1.09089,0.99761,0.59556,0.31916,0.3531,0.16874,1.82021,1.19162,1.02187,0.0071488,0.0071488,0.0071488
290,2087.23,1.69197,1.04688,0.99027,0.60199,0.32575,0.36012,0.16816,1.87986,1.31246,1.05199,0.0071389,0.0071389,0.0071389
291,2094.53,1.76056,1.07128,0.98338,0.64313,0.31274,0.34385,0.16848,1.79065,1.28223,1.00875,0.007129,0.007129,0.007129
292,2101.79,1.72035,1.06156,0.98026,0.59512,0.34065,0.33701,0.16689,1.72114,1.23828,0.98474,0.0071191,0.0071191,0.0071191
293,2109.06,1.73511,1.03093,0.99845,0.60041,0.33623,0.35888,0.17116,1.82416,1.22299,1.00104,0.0071092,0.0071092,0.0071092
294,2116.34,1.71013,1.04973,0.97438,0.66772,0.34071,0.36677,0.17184,1.80763,1.18961,0.99432,0.0070993,0.0070993,0.0070993
295,2123.73,1.68717,1.01874,1.00864,0.67175,0.33441,0.36665,0.17237,1.82759,1.21413,0.99547,0.0070894,0.0070894,0.0070894
296,2131.05,1.72918,1.0605,0.99469,0.64959,0.32575,0.36388,0.1702,1.74675,1.24076,0.99642,0.0070795,0.0070795,0.0070795
297,2138.32,1.72888,1.05276,0.98432,0.63631,0.31353,0.36405,0.1794,1.73856,1.25838,1.00049,0.0070696,0.0070696,0.0070696
298,2145.58,1.65576,0.99946,0.98308,0.66657,0.33013,0.37524,0.1794,1.79271,1.23646,1.00859,0.0070597,0.0070597,0.0070597
299,2152.81,1.75629,1.05758,0.98888,0.54996,0.33964,0.3621,0.17136,1.85172,1.29,1.01169,0.0070498,0.0070498,0.0070498
300,2160.08,1.73597,1.04607,0.98765,0.66048,0.31673,0.36374,0.17173,1.87869,1.21238,1.00202,0.0070399,0.0070399,0.0070399
301,2167.33,1.73387,1.02709,0.98504,0.59765,0.32144,0.34589,0.16726,1.8384,1.09364,0.99385,0.00703,0.00703,0.00703
302,2174.58,1.78527,1.05595,0.99932,0.61821,0.3292,0.36084,0.17304,1.80302,1.08551,0.98145,0.0070201,0.0070201,0.0070201
303,2181.81,1.70854,1.01779,0.96434,0.62753,0.31278,0.34797,0.17059,1.81198,1.06232,0.98856,0.0070102,0.0070102,0.0070102
304,2189.07,1.66166,0.9966,0.98755,0.67179,0.31274,0.35317,0.17098,1.79127,1.08464,0.99458,0.0070003,0.0070003,0.0070003
305,2196.31,1.7304,1.03238,0.98819,0.66949,0.32632,0.36906,0.17435,1.85402,1.13656,1.01338,0.0069904,0.0069904,0.0069904
306,2203.58,1.71858,1.0345,0.9771,0.63896,0.32144,0.35864,0.17848,1.79058,1.08034,0.99574,0.0069805,0.0069805,0.0069805
307,2210.85,1.76718,1.0643,0.99982,0.70239,0.32575,0.36929,0.18161,1.75695,1.06513,0.98624,0.0069706,0.0069706,0.0069706
308,2218.13,1.70028,1.04029,0.97799,0.7489,0.3301,0.37446,0.17797,1.83358,1.10546,1.00162,0.0069607,0.0069607,0.0069607
309,2225.32,1.73167,1.04702,0.98215,0.68534,0.33876,0.37287,0.17423,1.90089,1.18302,1.03231,0.0069508,0.0069508,0.0069508
310,2232.57,1.68262,1.00498,0.97671,0.74486,0.33872,0.3701,0.17551,1.90264,1.1166,1.04184,0.0069409,0.0069409,0.0069409
311,2239.88,1.68466,1.00728,0.9631,0.70606,0.32571,0.35734,0.1746,1.8298,1.13608,1.02366,0.006931,0.006931,0.006931
312,2247.11,1.70917,1.04786,0.98563,0.68032,0.32136,0.36556,0.17665,1.80991,1.1753,1.0093,0.0069211,0.0069211,0.0069211
313,2254.36,1.66428,0.98517,0.98993,0.65429,0.32571,0.36331,0.17179,1.79059,1.182,0.99236,0.0069112,0.0069112,0.0069112
314,2261.57,1.62411,0.98347,0.96711,0.60563,0.3214,0.35691,0.17808,1.7612,1.11483,0.98728,0.0069013,0.0069013,0.0069013
315,2268.9,1.72389,1.02444,0.97468,0.62736,0.31278,0.35519,0.1734,1.8666,1.15613,1.00729,0.0068914,0.0068914,0.0068914
316,2276.19,1.69902,1.00193,0.9752,0.60566,0.31278,0.35426,0.17112,1.84388,1.1094,1.02302,0.0068815,0.0068815,0.0068815
317,2283.44,1.69361,1.01241,0.97538,0.59361,0.32811,0.36277,0.17387,1.8411,1.09787,1.02404,0.0068716,0.0068716,0.0068716
318,2290.75,1.71214,1.03047,0.97927,0.60075,0.32579,0.35567,0.17673,1.78956,1.09126,1.01181,0.0068617,0.0068617,0.0068617
319,2298.04,1.66793,1.01561,0.98541,0.60256,0.36207,0.37119,0.17652,1.74444,1.11432,1.00182,0.0068518,0.0068518,0.0068518
320,2305.28,1.66541,0.96695,0.96468,0.69533,0.3084,0.35607,0.17316,1.73709,1.1769,1.00259,0.0068419,0.0068419,0.0068419
321,2312.6,1.68643,1.00381,0.97022,0.63036,0.31252,0.35094,0.16792,1.71439,1.18641,0.99398,0.006832,0.006832,0.006832
322,2319.93,1.68204,1.01765,0.97041,0.60928,0.31406,0.34297,0.16585,1.77506,1.19447,0.99652,0.0068221,0.0068221,0.0068221
323,2327.25,1.64994,0.99594,0.97181,0.65748,0.32148,0.35071,0.16712,1.82018,1.15304,1.00597,0.0068122,0.0068122,0.0068122
324,2334.51,1.60767,0.96335,0.96034,0.65281,0.31713,0.33693,0.16924,1.78563,1.14244,1.01422,0.0068023,0.0068023,0.0068023
325,2341.79,1.7423,1.02948,0.99097,0.67481,0.3301,0.34757,0.16957,1.80638,1.15327,1.00607,0.0067924,0.0067924,0.0067924
326,2349.14,1.73799,1.03031,0.98393,0.66642,0.3301,0.3487,0.17196,1.84106,1.22007,1.00318,0.0067825,0.0067825,0.0067825
327,2356.48,1.64193,0.96681,0.99162,0.67639,0.31274,0.34369,0.1675,1.82231,1.18627,1.00204,0.0067726,0.0067726,0.0067726
328,2363.82,1.71958,1.00673,0.98239,0.69911,0.33441,0.36006,0.17211,1.78858,1.16083,1.00615,0.0067627,0.0067627,0.0067627
329,2371.16,1.61882,0.97425,0.97762,0.67254,0.3214,0.35221,0.16808,1.76753,1.13082,1.00492,0.0067528,0.0067528,0.0067528
330,2378.6,1.70553,1.04575,0.98608,0.68045,0.34311,0.36025,0.16906,1.77521,1.15419,1.00243,0.0067429,0.0067429,0.0067429
331,2385.96,1.6805,1.01779,0.95126,0.59722,0.34956,0.35071,0.16657,1.82155,1.19564,1.01374,0.006733,0.006733,0.006733
332,2393.29,1.63885,0.97814,0.99407,0.67228,0.33295,0.35324,0.16983,1.80819,1.1805,1.02849,0.0067231,0.0067231,0.0067231
333,2400.67,1.70846,0.99985,0.97934,0.69438,0.33013,0.36012,0.16693,1.81546,1.12644,1.01799,0.0067132,0.0067132,0.0067132
334,2408.04,1.72776,1.01283,0.98606,0.65903,0.33879,0.35978,0.16583,1.7975,1.11228,1.01036,0.0067033,0.0067033,0.0067033
335,2415.42,1.70697,1.00501,0.98252,0.64175,0.33478,0.35259,0.16343,1.83093,1.12124,1.01923,0.0066934,0.0066934,0.0066934
336,2422.86,1.66144,0.99614,0.97883,0.66709,0.32575,0.35353,0.16146,1.81992,1.14328,1.03461,0.0066835,0.0066835,0.0066835
337,2430.18,1.65757,1.0076,0.97583,0.67645,0.33099,0.35597,0.16254,1.83941,1.17953,1.04133,0.0066736,0.0066736,0.0066736
338,2437.5,1.60201,0.96625,0.95404,0.65806,0.34898,0.36446,0.16704,1.85606,1.18247,1.04236,0.0066637,0.0066637,0.0066637
339,2444.83,1.66286,0.99386,0.98215,0.68249,0.33217,0.36879,0.17105,1.86776,1.20485,1.04634,0.0066538,0.0066538,0.0066538
340,2452.2,1.60038,0.94094,0.96752,0.63209,0.33481,0.34544,0.16979,1.83958,1.22379,1.05085,0.0066439,0.0066439,0.0066439
341,2459.49,1.63408,0.98643,0.96472,0.64843,0.35058,0.36433,0.17339,1.82304,1.24962,1.01461,0.006634,0.006634,0.006634
342,2466.89,1.64133,0.97843,0.95973,0.64118,0.35523,0.35835,0.17339,1.84068,1.2051,1.00931,0.0066241,0.0066241,0.0066241
343,2474.25,1.63157,0.98143,0.96681,0.64618,0.33045,0.35551,0.17458,1.87852,1.2013,1.01386,0.0066142,0.0066142,0.0066142
344,2481.56,1.68609,1.02887,0.97309,0.63463,0.35105,0.36865,0.1784,1.91179,1.2035,1.03395,0.0066043,0.0066043,0.0066043
345,2488.94,1.64302,0.98704,0.98752,0.55066,0.33792,0.34283,0.17272,1.92473,1.18008,1.03871,0.0065944,0.0065944,0.0065944
346,2496.24,1.61983,0.97885,0.97543,0.66048,0.30409,0.33432,0.16256,1.9803,1.19014,1.06418,0.0065845,0.0065845,0.0065845
347,2503.61,1.66611,0.99057,0.96802,0.68489,0.31291,0.34858,0.1711,1.94861,1.25279,1.05384,0.0065746,0.0065746,0.0065746
348,2510.82,1.64196,0.9996,0.96951,0.65215,0.3084,0.35692,0.17073,1.91586,1.21861,1.03371,0.0065647,0.0065647,0.0065647
349,2518.22,1.6328,0.97069,0.95445,0.58993,0.31274,0.34794,0.16646,1.88938,1.19384,1.03409,0.0065548,0.0065548,0.0065548
350,2525.48,1.64669,0.98642,0.98251,0.609,0.31274,0.34531,0.17013,1.85132,1.15469,1.02981,0.0065449,0.0065449,0.0065449
351,2532.87,1.602,0.9662,0.95923,0.53403,0.34938,0.34591,0.16963,1.81811,1.15811,1.02543,0.006535,0.006535,0.006535
352,2540.11,1.67868,0.99745,0.98259,0.66903,0.3084,0.34779,0.16731,1.82729,1.1835,1.01573,0.0065251,0.0065251,0.0065251
353,2547.43,1.59336,0.93112,0.9741,0.5413,0.34314,0.3589,0.17329,1.77894,1.14698,0.99322,0.0065152,0.0065152,0.0065152
354,2554.51,1.70328,1.02289,0.97723,0.57972,0.36046,0.36182,0.17378,1.75254,1.13889,0.98085,0.0065053,0.0065053,0.0065053
355,2561.62,1.67164,1.00724,0.96411,0.61549,0.34178,0.35952,0.17098,1.76948,1.15641,0.98002,0.0064954,0.0064954,0.0064954
356,2568.68,1.61856,0.97019,0.97616,0.61787,0.34138,0.36358,0.17549,1.78314,1.15573,0.9848,0.0064855,0.0064855,0.0064855
357,2575.77,1.65275,0.97704,0.96746,0.61817,0.33586,0.36518,0.17636,1.82859,1.13342,0.99367,0.0064756,0.0064756,0.0064756
358,2582.94,1.64728,0.98649,0.96222,0.59048,0.34407,0.3561,0.17367,1.81048,1.12121,0.99395,0.0064657,0.0064657,0.0064657
359,2590.09,1.6125,0.94901,0.95821,0.63283,0.32225,0.3543,0.17272,1.77246,1.14063,0.98672,0.0064558,0.0064558,0.0064558
360,2597.24,1.60736,0.94767,0.96107,0.64957,0.33928,0.37048,0.17352,1.8185,1.1687,1.00783,0.0064459,0.0064459,0.0064459
361,2604.54,1.68525,1.00363,0.9634,0.66629,0.34411,0.36371,0.17302,1.85371,1.20433,1.02498,0.006436,0.006436,0.006436
362,2611.84,1.62236,0.94821,0.95993,0.63547,0.33872,0.34917,0.1697,1.87052,1.17983,1.02021,0.0064261,0.0064261,0.0064261
363,2619.11,1.58938,0.96713,0.96503,0.68828,0.34303,0.35921,0.17351,1.88138,1.17265,1.01714,0.0064162,0.0064162,0.0064162
364,2626.4,1.66789,0.98123,0.96347,0.63046,0.35235,0.36069,0.16948,1.90614,1.16067,1.02764,0.0064063,0.0064063,0.0064063
365,2633.72,1.60619,0.98417,0.97387,0.68181,0.32575,0.36215,0.17389,1.91428,1.14431,1.03131,0.0063964,0.0063964,0.0063964
